service_id,date,exception_type
JUNE15-D09CAR-1_Weekday-90-1111100,20151126,2
JUNE15-D09CAR-1_Weekday-90-0000100,20151126,2
JUNE15-D10CAR-3_Sunday-90,20150704,1
JUNE15-D10CAR-3_Sunday-90,20150907,1
JUNE15-D10CAR-3_Sunday-90,20151126,1
JUNE15-D10CAR-1_Weekday-90,20150907,2
JUNE15-D10CAR-1_Weekday-90-1111100,20150907,2
JUNE15-D10CAR-1_Weekday-90,20151126,2
JUNE15-D10CAR-1_Weekday-90-1111100,20151126,2
JUNE15-D15CAR-3_Sunday-90,20150704,1
JUNE15-D15CAR-3_Sunday-90,20150907,1
JUNE15-D15CAR-3_Sunday-90,20151126,1
JUNE15-D15CAR-1_Weekday-90,20150907,2
JUNE15-D15CAR-1_Weekday-90-1111100,20150907,2
JUNE15-D15CAR-1_Weekday-90-0100000,20150907,2
JUNE15-D15CAR-1_Weekday-90-1011100,20150907,2
JUNE15-D15CAR-1_Weekday-90,20151126,2
JUNE15-D15CAR-1_Weekday-90-1111100,20151126,2
JUNE15-D15CAR-1_Weekday-90-0100000,20151126,2
JUNE15-D15CAR-1_Weekday-90-1011100,20151126,2
JUNE15-D18CAR-3_Sunday-90,20150704,1
JUNE15-D18CAR-3_Sunday-90,20150907,1
JUNE15-D18CAR-3_Sunday-90,20151126,1
JUNE15-D18CAR-1_Weekday-90,20150907,2
JUNE15-D18CAR-1_Weekday-90-1111100,20150907,2
JUNE15-D18CAR-1_Weekday-90,20151126,2
JUNE15-D18CAR-1_Weekday-90-1111100,20151126,2
JUNE15-D95-3_Sunday-90,20150704,1
JUNE15-D95-3_Sunday-90,20150907,1
JUNE15-D95-3_Sunday-90,20151126,1
JUNE15-D95-1_Weekday-90,20150907,2
JUNE15-D95-1_Weekday-90,20151126,2
JUNE15-D97-3_Sunday-90,20150704,1
JUNE15-D97-3_Sunday-90,20150907,1
JUNE15-D97-3_Sunday-90,20151126,1
JUNE15-D97-1_Weekday-90,20150907,2
JUNE15-D97-1_Weekday-90,20151126,2
JUNE15-D98-3_Sunday-90,20150704,1
JUNE15-D98-3_Sunday-90,20150907,1
JUNE15-D98-3_Sunday-90,20151126,1
JUNE15-D98-1_Weekday-90,20150907,2
JUNE15-D98-1_Weekday-90,20151126,2
DSE-HG-1210,20150101,1
DSE-HG-1310,20150101,1
DSE-HG-1615,20150101,1
DSE-HG-1650,20150101,1
DSE-HG-1810,20150101,1
DSE-HG-1910,20150101,1
DSE-US-1210,20150101,1
DSE-US-1310,20150101,1
DSE-US-1615,20150101,1
DSE-US-1650,20150101,1
DSE-US-1810,20150101,1
DSE-US-1910,20150101,1
DSE-US-1810,20150404,1
DSE-HG-1810,20150404,1
DSE-US-1310,20150406,1
DSE-HG-1310,20150406,1
DSE-US-1910,20150407,1
DSE-HG-1910,20150407,1
DSE-US-1910,20150408,1
DSE-HG-1910,20150408,1
DSE-US-1910,20150413,1
DSE-HG-1910,20150413,1
DSE-US-1910,20150414,1
DSE-HG-1910,20150414,1
DSE-US-1910,20150415,1
DSE-HG-1910,20150415,1
DSE-US-1910,20150417,1
DSE-HG-1910,20150417,1
DSE-US-1810,20150418,1
DSE-HG-1810,20150418,1
DSE-US-1310,20150419,1
DSE-HG-1310,20150419,1
DSE-US-1910,20150427,1
DSE-HG-1910,20150427,1
DSE-US-1910,20150428,1
DSE-HG-1910,20150428,1
DSE-US-1910,20150429,1
DSE-HG-1910,20150429,1
DSE-US-1910,20150501,1
DSE-HG-1910,20150501,1
DSE-US-1810,20150502,1
DSE-HG-1810,20150502,1
DSE-US-1310,20150503,1
DSE-HG-1310,20150503,1
DSE-US-1910,20150511,1
DSE-HG-1910,20150511,1
DSE-US-1910,20150512,1
DSE-HG-1910,20150512,1
DSE-US-1650,20150513,1
DSE-HG-1650,20150513,1
DSE-US-1910,20150514,1
DSE-HG-1910,20150514,1
DSE-US-1910,20150515,1
DSE-HG-1910,20150515,1
DSE-US-1810,20150516,1
DSE-HG-1810,20150516,1
DSE-US-1310,20150517,1
DSE-HG-1310,20150517,1
DSE-US-1910,20150522,1
DSE-HG-1910,20150522,1
DSE-US-1910,20150523,1
DSE-HG-1910,20150523,1
DSE-US-1310,20150524,1
DSE-HG-1310,20150524,1
DSE-US-1650,20150525,1
DSE-HG-1650,20150525,1
DSE-US-1910,20150526,1
DSE-HG-1910,20150526,1
DSE-US-1910,20150527,1
DSE-HG-1910,20150527,1
DSE-US-1910,20150604,1
DSE-HG-1910,20150604,1
DSE-US-1910,20150605,1
DSE-HG-1910,20150605,1
DSE-US-1910,20150606,1
DSE-HG-1910,20150606,1
DSE-US-1310,20150607,1
DSE-HG-1310,20150607,1
DSE-US-1910,20150608,1
DSE-HG-1910,20150608,1
DSE-US-1910,20150609,1
DSE-HG-1910,20150609,1
DSE-US-1910,20150610,1
DSE-HG-1910,20150610,1
DSE-US-1910,20150617,1
DSE-HG-1910,20150617,1
DSE-US-1910,20150618,1
DSE-HG-1910,20150618,1
DSE-US-1910,20150619,1
DSE-HG-1910,20150619,1
DSE-US-1615,20150620,1
DSE-HG-1615,20150620,1
DSE-US-1310,20150621,1
DSE-HG-1310,20150621,1
DSE-US-1910,20150703,1
DSE-HG-1910,20150703,1
DSE-US-1615,20150704,1
DSE-HG-1615,20150704,1
DSE-US-1310,20150705,1
DSE-HG-1310,20150705,1
DSE-US-1910,20150706,1
DSE-HG-1910,20150706,1
DSE-US-1910,20150707,1
DSE-HG-1910,20150707,1
DSE-US-1910,20150708,1
DSE-HG-1910,20150708,1
DSE-US-1910,20150709,1
DSE-HG-1910,20150709,1
DSE-US-1910,20150710,1
DSE-HG-1910,20150710,1
DSE-US-1910,20150711,1
DSE-HG-1910,20150711,1
DSE-US-1310,20150712,1
DSE-HG-1310,20150712,1
DSE-US-1910,20150728,1
DSE-HG-1910,20150728,1
DSE-US-1910,20150729,1
DSE-HG-1910,20150729,1
DSE-US-1910,20150731,1
DSE-HG-1910,20150731,1
DSE-US-1310,20150801,1
DSE-HG-1310,20150801,1
DSE-US-1310,20150802,1
DSE-HG-1310,20150802,1
DSE-US-1910,20150810,1
DSE-HG-1910,20150810,1
DSE-US-1910,20150811,1
DSE-HG-1910,20150811,1
DSE-US-1910,20150812,1
DSE-HG-1910,20150812,1
DSE-US-1910,20150813,1
DSE-HG-1910,20150813,1
DSE-US-1910,20150814,1
DSE-HG-1910,20150814,1
DSE-US-1810,20150815,1
DSE-HG-1810,20150815,1
DSE-US-1310,20150816,1
DSE-HG-1310,20150816,1
DSE-US-1910,20150828,1
DSE-HG-1910,20150828,1
DSE-US-1810,20150829,1
DSE-HG-1810,20150829,1
DSE-US-1310,20150830,1
DSE-HG-1310,20150830,1
DSE-US-1910,20150831,1
DSE-HG-1910,20150831,1
DSE-US-1910,20150901,1
DSE-HG-1910,20150901,1
DSE-US-1910,20150902,1
DSE-HG-1910,20150902,1
DSE-US-1910,20150914,1
DSE-HG-1910,20150914,1
DSE-US-1910,20150915,1
DSE-HG-1910,20150915,1
DSE-US-1910,20150916,1
DSE-HG-1910,20150916,1
DSE-US-1910,20150918,1
DSE-HG-1910,20150918,1
DSE-US-1810,20150919,1
DSE-HG-1810,20150919,1
DSE-US-1310,20150920,1
DSE-HG-1310,20150920,1
DSE-US-1910,20150921,1
DSE-HG-1910,20150921,1
DSE-US-1910,20150922,1
DSE-HG-1910,20150922,1
DSE-US-1910,20150923,1
DSE-HG-1910,20150923,1
DSE-US-1910,20150924,1
DSE-HG-1910,20150924,1
DSE-US-1910,20151002,1
DSE-HG-1910,20151002,1
DSE-US-1810,20151003,1
DSE-HG-1810,20151003,1
DSE-US-1210,20151004,1
DSE-HG-1210,20151004,1
DSE-US-1810,20151009,1
DSE-HG-1810,20151009,1
DSE-US-1810,20151010,1
DSE-HG-1810,20151010,1
